"ITTER107","Territorio","TIPO_DATO_VIOLENZA","Tipo dato","TIPOAUT","Tipo di autore","TIPOVIOLENZA","Tipo di violenza","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITC4","Lombardia","W16_70_CFP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHSEX","violenza fisica o sessuale ","2014","2014",12.8,,
"ITC4","Lombardia","W16_70_CFP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHY","violenza fisica ","2014","2014",10.6,,
"ITC4","Lombardia","W16_70_CFP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","SEXVIOL","violenza sessuale","2014","2014",5.7,,
"ITC4","Lombardia","W16_70_CFP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",2.2,,
"ITC4","Lombardia","W16_70_CFP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHSEX","violenza fisica o sessuale ","2014","2014",4.6,,
"ITC4","Lombardia","W16_70_CFP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHY","violenza fisica ","2014","2014",3.7,,
"ITC4","Lombardia","W16_70_CFP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","SEXVIOL","violenza sessuale","2014","2014",2,,
"ITC4","Lombardia","W16_70_CFP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",0.7,,
"ITC4","Lombardia","W16_70_CFP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHSEX","violenza fisica o sessuale ","2014","2014",1.9,,
"ITC4","Lombardia","W16_70_CFP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHY","violenza fisica ","2014","2014",1.5,,
"ITC4","Lombardia","W16_70_CFP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","SEXVIOL","violenza sessuale","2014","2014",0.5,,
"ITC4","Lombardia","W16_70_CFP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",0.3,,
"ITC4","Lombardia","W16_70_CP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","PHSEX","violenza fisica o sessuale ","2014","2014",3.7,,
"ITC4","Lombardia","W16_70_CP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","PHY","violenza fisica ","2014","2014",2.8,,
"ITC4","Lombardia","W16_70_CP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","SEXVIOL","violenza sessuale","2014","2014",1.8,,
"ITC4","Lombardia","W16_70_CP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",0.3,,
"ITC4","Lombardia","W16_70_CP_Y5","donne di 16-70 anni che hanno subito violenza dall'attuale partner negli ultimi 5 anni (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","PHSEX","violenza fisica o sessuale ","2014","2014",2.1,,
"ITC4","Lombardia","W16_70_CP_Y5","donne di 16-70 anni che hanno subito violenza dall'attuale partner negli ultimi 5 anni (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","PHY","violenza fisica ","2014","2014",1.8,,
"ITC4","Lombardia","W16_70_CP_Y5","donne di 16-70 anni che hanno subito violenza dall'attuale partner negli ultimi 5 anni (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","SEXVIOL","violenza sessuale","2014","2014",0.7,,
"ITC4","Lombardia","W16_70_CP_Y5","donne di 16-70 anni che hanno subito violenza dall'attuale partner negli ultimi 5 anni (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",0.1,,
"ITC4","Lombardia","W16_70_FP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","PHSEX","violenza fisica o sessuale ","2014","2014",19.2,,
"ITC4","Lombardia","W16_70_FP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","PHY","violenza fisica ","2014","2014",16.2,,
"ITC4","Lombardia","W16_70_FP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","SEXVIOL","violenza sessuale","2014","2014",8,,
"ITC4","Lombardia","W16_70_FP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",3.7,,
"ITC4","Lombardia","W16_70_FP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","PHSEX","violenza fisica o sessuale ","2014","2014",5.3,,
"ITC4","Lombardia","W16_70_FP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","PHY","violenza fisica ","2014","2014",4.2,,
"ITC4","Lombardia","W16_70_FP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","SEXVIOL","violenza sessuale","2014","2014",2.6,,
"ITC4","Lombardia","W16_70_FP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",1.2,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHSEX","violenza fisica o sessuale ","2014","2014",31.5,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHY","violenza fisica ","2014","2014",18.9,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","SEXVIOL","violenza sessuale","2014","2014",21.3,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",4.6,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","NOP","uomo non partner","PHSEX","violenza fisica o sessuale ","2014","2014",25.3,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","NOP","uomo non partner","PHY","violenza fisica ","2014","2014",12.4,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","NOP","uomo non partner","SEXVIOL","violenza sessuale","2014","2014",18.2,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","NOP","uomo non partner","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",2.9,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHSEX","violenza fisica o sessuale ","2014","2014",10.6,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHY","violenza fisica ","2014","2014",6.8,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","SEXVIOL","violenza sessuale","2014","2014",5.1,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",0.8,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","NOP","uomo non partner","PHSEX","violenza fisica o sessuale ","2014","2014",7,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","NOP","uomo non partner","PHY","violenza fisica ","2014","2014",4.4,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","NOP","uomo non partner","SEXVIOL","violenza sessuale","2014","2014",3.7,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","NOP","uomo non partner","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",0.2,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHSEX","violenza fisica o sessuale ","2014","2014",4.2,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHY","violenza fisica ","2014","2014",2.9,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","SEXVIOL","violenza sessuale","2014","2014",1.7,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",0.2,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","NOP","uomo non partner","PHSEX","violenza fisica o sessuale ","2014","2014",2.8,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","NOP","uomo non partner","PHY","violenza fisica ","2014","2014",1.9,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","NOP","uomo non partner","SEXVIOL","violenza sessuale","2014","2014",1.3,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","NOP","uomo non partner","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",0,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_CFP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHSEX","violenza fisica o sessuale ","2014","2014",11.8,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_CFP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHY","violenza fisica ","2014","2014",8.8,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_CFP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","SEXVIOL","violenza sessuale","2014","2014",5.6,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_CFP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",2.1,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_CFP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHSEX","violenza fisica o sessuale ","2014","2014",4.5,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_CFP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHY","violenza fisica ","2014","2014",2.9,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_CFP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","SEXVIOL","violenza sessuale","2014","2014",1.8,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_CFP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",0.6,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_CFP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHSEX","violenza fisica o sessuale ","2014","2014",1.5,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_CFP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHY","violenza fisica ","2014","2014",1,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_CFP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","SEXVIOL","violenza sessuale","2014","2014",0.5,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_CFP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",0.2,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_CP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","PHSEX","violenza fisica o sessuale ","2014","2014",4.7,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_CP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","PHY","violenza fisica ","2014","2014",2.9,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_CP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","SEXVIOL","violenza sessuale","2014","2014",2.6,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_CP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",0.7,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_CP_Y5","donne di 16-70 anni che hanno subito violenza dall'attuale partner negli ultimi 5 anni (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","PHSEX","violenza fisica o sessuale ","2014","2014",2.7,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_CP_Y5","donne di 16-70 anni che hanno subito violenza dall'attuale partner negli ultimi 5 anni (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","PHY","violenza fisica ","2014","2014",1.6,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_CP_Y5","donne di 16-70 anni che hanno subito violenza dall'attuale partner negli ultimi 5 anni (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","SEXVIOL","violenza sessuale","2014","2014",1.1,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_CP_Y5","donne di 16-70 anni che hanno subito violenza dall'attuale partner negli ultimi 5 anni (% su donne di 16-70 anni che hanno un partner)","CURR_P","partner attuale","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",0.3,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_FP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","PHSEX","violenza fisica o sessuale ","2014","2014",14.2,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_FP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","PHY","violenza fisica ","2014","2014",11.4,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_FP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","SEXVIOL","violenza sessuale","2014","2014",6.1,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_FP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",2.6,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_FP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","PHSEX","violenza fisica o sessuale ","2014","2014",4,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_FP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","PHY","violenza fisica ","2014","2014",2.7,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_FP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","SEXVIOL","violenza sessuale","2014","2014",1.5,,
"ITDA","Trentino Alto Adige / Südtirol","W16_70_FP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni (% su donne di 16-70 anni che hanno un ex partner)","EX_P","ex partner","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",0.8,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHSEX","violenza fisica o sessuale ","2014","2014",30.7,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHY","violenza fisica ","2014","2014",18.9,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","SEXVIOL","violenza sessuale","2014","2014",19.1,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",3.3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","NOP","uomo non partner","PHSEX","violenza fisica o sessuale ","2014","2014",25.1,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","NOP","uomo non partner","PHY","violenza fisica ","2014","2014",12.8,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","NOP","uomo non partner","SEXVIOL","violenza sessuale","2014","2014",17.3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni)","NOP","uomo non partner","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",2.4,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHSEX","violenza fisica o sessuale ","2014","2014",11.7,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHY","violenza fisica ","2014","2014",6.9,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","SEXVIOL","violenza sessuale","2014","2014",5.9,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",0.6,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","NOP","uomo non partner","PHSEX","violenza fisica o sessuale ","2014","2014",7.7,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","NOP","uomo non partner","PHY","violenza fisica ","2014","2014",4.5,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","NOP","uomo non partner","SEXVIOL","violenza sessuale","2014","2014",4.3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_Y5","donne di 16-70 anni che hanno subito violenza negli ultimi 5 anni  (% su donne di 16-70 anni)","NOP","uomo non partner","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",0.2,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHSEX","violenza fisica o sessuale ","2014","2014",3.8,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","PHY","violenza fisica ","2014","2014",2.4,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","SEXVIOL","violenza sessuale","2014","2014",1.7,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","ANY_P_NOP","qualsiasi uomo (partner e non partner)","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",0.1,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","NOP","uomo non partner","PHSEX","violenza fisica o sessuale ","2014","2014",2.6,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","NOP","uomo non partner","PHY","violenza fisica ","2014","2014",1.5,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","NOP","uomo non partner","SEXVIOL","violenza sessuale","2014","2014",1.3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_PNP_M12","donne di 16-70 anni che hanno subito violenza negli ultimi 12 mesi (% su donne di 16-70 anni)","NOP","uomo non partner","RAPE_OR_ATT","stupro o tentato stupro","2014","2014",0,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_CFP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHSEX","violenza fisica o sessuale ","2014","2014",10.5,,
"ITD1","Provincia Autonoma Bolzano / Bozen","W16_70_CFP_LT","donne di 16-70 anni che hanno subito violenza nel corso della vita (% su donne di 16-70 anni che hanno o hanno avuto un partner)","CURR_OR_FORM","partner attuale o ex partner  ","PHY","violenza fisica ","2014","2014",7.8,,
