"ITTER107","Territorio","TIPO_DATO_1522","Tipo dato","SEXISTAT1","Sesso","ISO","Nazionalità","TIPOVIOLENZA","Caratteristiche della violenza","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2022","2022",2848,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2022","2022",81,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","IT","Italia","HARASS_WORK","mobbing","2022","2022",7,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2022","2022",13,,
"ITE4","Lazio","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2022","2022",1614,,
"ITE4","Lazio","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2022","2022",605,,
"ITE4","Lazio","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",97,,
"ITE4","Lazio","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",482,,
"ITE4","Lazio","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2022","2022",23,,
"ITE4","Lazio","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2022","2022",3197,,
"ITE4","Lazio","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2022","2022",85,,
"ITE4","Lazio","USERS","utenti del 1522","T","totale","IT","Italia","HARASS_WORK","mobbing","2022","2022",7,,
"ITE4","Lazio","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2022","2022",13,,
"ITE4","Lazio","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2022","2022",1885,,
"ITF","Sud","USERS","utenti del 1522","M","maschi","IT","Italia","PHY","violenza fisica ","2022","2022",46,,
"ITF","Sud","USERS","utenti del 1522","M","maschi","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",10,,
"ITF","Sud","USERS","utenti del 1522","M","maschi","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",19,,
"ITF","Sud","USERS","utenti del 1522","M","maschi","IT","Italia","ALL","tutte le voci","2022","2022",561,,
"ITF","Sud","USERS","utenti del 1522","M","maschi","IT","Italia","THREATS","minacce","2022","2022",8,,
"ITF","Sud","USERS","utenti del 1522","M","maschi","IT","Italia","NRP","non risponde","2022","2022",1,,
"ITF","Sud","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2022","2022",477,,
"ITF","Sud","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2022","2022",920,,
"ITF","Sud","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",112,,
"ITF","Sud","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",732,,
"ITF","Sud","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2022","2022",16,,
"ITF","Sud","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2022","2022",4563,,
"ITF","Sud","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2022","2022",112,,
"ITF","Sud","USERS","utenti del 1522","F","femmine","IT","Italia","HARASS_WORK","mobbing","2022","2022",7,,
"ITF","Sud","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2022","2022",28,,
"ITF","Sud","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2022","2022",2636,,
"ITF","Sud","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2022","2022",966,,
"ITF","Sud","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",122,,
"ITF","Sud","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",751,,
"ITF","Sud","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2022","2022",16,,
"ITF","Sud","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2022","2022",5124,,
"ITF","Sud","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2022","2022",120,,
"ITF","Sud","USERS","utenti del 1522","T","totale","IT","Italia","HARASS_WORK","mobbing","2022","2022",7,,
"ITF","Sud","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2022","2022",29,,
"ITF","Sud","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2022","2022",3113,,
"ITF1","Abruzzo","USERS","utenti del 1522","M","maschi","IT","Italia","PHY","violenza fisica ","2022","2022",7,,
"ITF1","Abruzzo","USERS","utenti del 1522","M","maschi","IT","Italia","ALL","tutte le voci","2022","2022",51,,
"ITF1","Abruzzo","USERS","utenti del 1522","M","maschi","IT","Italia","THREATS","minacce","2022","2022",2,,
"ITF1","Abruzzo","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2022","2022",42,,
"ITF1","Abruzzo","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2022","2022",90,,
"ITF1","Abruzzo","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",13,,
"ITF1","Abruzzo","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",84,,
"ITF1","Abruzzo","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2022","2022",4,,
"ITF1","Abruzzo","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2022","2022",439,,
"ITF1","Abruzzo","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2022","2022",8,,
"ITF1","Abruzzo","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2022","2022",6,,
"ITF1","Abruzzo","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2022","2022",234,,
"ITF1","Abruzzo","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2022","2022",97,,
"ITF1","Abruzzo","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",13,,
"ITF1","Abruzzo","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",84,,
"ITF1","Abruzzo","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2022","2022",4,,
"ITF1","Abruzzo","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2022","2022",490,,
"ITF1","Abruzzo","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2022","2022",10,,
"ITF1","Abruzzo","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2022","2022",6,,
"ITF1","Abruzzo","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2022","2022",276,,
"ITF2","Molise","USERS","utenti del 1522","M","maschi","IT","Italia","PHY","violenza fisica ","2022","2022",1,,
"ITF2","Molise","USERS","utenti del 1522","M","maschi","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",1,,
"ITF2","Molise","USERS","utenti del 1522","M","maschi","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",1,,
"ITF2","Molise","USERS","utenti del 1522","M","maschi","IT","Italia","ALL","tutte le voci","2022","2022",13,,
"ITF2","Molise","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2022","2022",10,,
"ITF2","Molise","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2022","2022",15,,
"ITF2","Molise","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",3,,
"ITF2","Molise","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",11,,
"ITF2","Molise","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2022","2022",1,,
"ITF2","Molise","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2022","2022",88,,
"ITF2","Molise","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2022","2022",1,,
"ITF2","Molise","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2022","2022",1,,
"ITF2","Molise","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2022","2022",56,,
"ITF2","Molise","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2022","2022",16,,
"ITF2","Molise","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",4,,
"ITF2","Molise","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",12,,
"ITF2","Molise","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2022","2022",1,,
"ITF2","Molise","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2022","2022",101,,
"ITF2","Molise","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2022","2022",1,,
"ITF2","Molise","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2022","2022",1,,
"ITF2","Molise","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2022","2022",66,,
"ITF3","Campania","USERS","utenti del 1522","M","maschi","IT","Italia","PHY","violenza fisica ","2022","2022",22,,
"ITF3","Campania","USERS","utenti del 1522","M","maschi","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",6,,
"ITF3","Campania","USERS","utenti del 1522","M","maschi","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",12,,
"ITF3","Campania","USERS","utenti del 1522","M","maschi","IT","Italia","ALL","tutte le voci","2022","2022",244,,
"ITF3","Campania","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2022","2022",204,,
"ITF3","Campania","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2022","2022",435,,
"ITF3","Campania","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",42,,
"ITF3","Campania","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",303,,
"ITF3","Campania","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2022","2022",5,,
"ITF3","Campania","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2022","2022",2023,,
"ITF3","Campania","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2022","2022",45,,
"ITF3","Campania","USERS","utenti del 1522","F","femmine","IT","Italia","HARASS_WORK","mobbing","2022","2022",4,,
"ITF3","Campania","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2022","2022",4,,
"ITF3","Campania","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2022","2022",1185,,
"ITF3","Campania","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2022","2022",457,,
"ITF3","Campania","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",48,,
"ITF3","Campania","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",315,,
"ITF3","Campania","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2022","2022",5,,
"ITF3","Campania","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2022","2022",2267,,
"ITF3","Campania","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2022","2022",45,,
"ITF3","Campania","USERS","utenti del 1522","T","totale","IT","Italia","HARASS_WORK","mobbing","2022","2022",4,,
"ITF3","Campania","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2022","2022",4,,
"ITF3","Campania","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2022","2022",1389,,
"ITF4","Puglia","USERS","utenti del 1522","M","maschi","IT","Italia","PHY","violenza fisica ","2022","2022",11,,
"ITF4","Puglia","USERS","utenti del 1522","M","maschi","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",2,,
"ITF4","Puglia","USERS","utenti del 1522","M","maschi","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",5,,
"ITF4","Puglia","USERS","utenti del 1522","M","maschi","IT","Italia","ALL","tutte le voci","2022","2022",181,,
"ITF4","Puglia","USERS","utenti del 1522","M","maschi","IT","Italia","THREATS","minacce","2022","2022",4,,
"ITF4","Puglia","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2022","2022",159,,
"ITF4","Puglia","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2022","2022",247,,
"ITF4","Puglia","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",37,,
"ITF4","Puglia","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",226,,
"ITF4","Puglia","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2022","2022",2,,
"ITF4","Puglia","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2022","2022",1270,,
"ITF4","Puglia","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2022","2022",42,,
"ITF4","Puglia","USERS","utenti del 1522","F","femmine","IT","Italia","HARASS_WORK","mobbing","2022","2022",3,,
"ITF4","Puglia","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2022","2022",12,,
"ITF4","Puglia","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2022","2022",701,,
"ITF4","Puglia","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2022","2022",258,,
"ITF4","Puglia","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",39,,
"ITF4","Puglia","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",231,,
"ITF4","Puglia","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2022","2022",2,,
"ITF4","Puglia","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2022","2022",1451,,
"ITF4","Puglia","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2022","2022",46,,
"ITF4","Puglia","USERS","utenti del 1522","T","totale","IT","Italia","HARASS_WORK","mobbing","2022","2022",3,,
"ITF4","Puglia","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2022","2022",12,,
"ITF4","Puglia","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2022","2022",860,,
"ITF5","Basilicata","USERS","utenti del 1522","M","maschi","IT","Italia","PHY","violenza fisica ","2022","2022",1,,
"ITF5","Basilicata","USERS","utenti del 1522","M","maschi","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",1,,
"ITF5","Basilicata","USERS","utenti del 1522","M","maschi","IT","Italia","ALL","tutte le voci","2022","2022",17,,
"ITF5","Basilicata","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2022","2022",14,,
"ITF5","Basilicata","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2022","2022",29,,
"ITF5","Basilicata","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",5,,
"ITF5","Basilicata","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",29,,
"ITF5","Basilicata","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2022","2022",2,,
"ITF5","Basilicata","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2022","2022",148,,
"ITF5","Basilicata","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2022","2022",4,,
"ITF5","Basilicata","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2022","2022",79,,
"ITF5","Basilicata","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2022","2022",30,,
"ITF5","Basilicata","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",6,,
"ITF5","Basilicata","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",29,,
"ITF5","Basilicata","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2022","2022",2,,
"ITF5","Basilicata","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2022","2022",165,,
"ITF5","Basilicata","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2022","2022",4,,
"ITF5","Basilicata","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2022","2022",1,,
"ITF5","Basilicata","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2022","2022",93,,
"ITF6","Calabria","USERS","utenti del 1522","M","maschi","IT","Italia","PHY","violenza fisica ","2022","2022",4,,
"ITF6","Calabria","USERS","utenti del 1522","M","maschi","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",1,,
"ITF6","Calabria","USERS","utenti del 1522","M","maschi","IT","Italia","ALL","tutte le voci","2022","2022",55,,
"ITF6","Calabria","USERS","utenti del 1522","M","maschi","IT","Italia","THREATS","minacce","2022","2022",2,,
"ITF6","Calabria","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2022","2022",48,,
"ITF6","Calabria","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2022","2022",104,,
"ITF6","Calabria","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",12,,
"ITF6","Calabria","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",79,,
"ITF6","Calabria","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2022","2022",2,,
"ITF6","Calabria","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2022","2022",595,,
"ITF6","Calabria","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2022","2022",12,,
"ITF6","Calabria","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2022","2022",5,,
"ITF6","Calabria","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2022","2022",381,,
"ITF6","Calabria","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2022","2022",108,,
"ITF6","Calabria","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",12,,
"ITF6","Calabria","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",80,,
"ITF6","Calabria","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2022","2022",2,,
"ITF6","Calabria","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2022","2022",650,,
"ITF6","Calabria","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2022","2022",14,,
"ITF6","Calabria","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2022","2022",5,,
"ITF6","Calabria","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2022","2022",429,,
"ITG","Isole","USERS","utenti del 1522","M","maschi","IT","Italia","PHY","violenza fisica ","2022","2022",15,,
"ITG","Isole","USERS","utenti del 1522","M","maschi","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",8,,
"ITG","Isole","USERS","utenti del 1522","M","maschi","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",12,,
"ITG","Isole","USERS","utenti del 1522","M","maschi","IT","Italia","ALL","tutte le voci","2022","2022",225,,
"ITG","Isole","USERS","utenti del 1522","M","maschi","IT","Italia","THREATS","minacce","2022","2022",4,,
"ITG","Isole","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2022","2022",186,,
"ITG","Isole","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2022","2022",331,,
"ITG","Isole","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",73,,
"ITG","Isole","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",266,,
"ITG","Isole","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2022","2022",14,,
"ITG","Isole","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2022","2022",1955,,
"ITG","Isole","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2022","2022",39,,
"ITG","Isole","USERS","utenti del 1522","F","femmine","IT","Italia","HARASS_WORK","mobbing","2022","2022",2,,
"ITG","Isole","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2022","2022",14,,
"ITG","Isole","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2022","2022",1216,,
"ITG","Isole","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2022","2022",346,,
"ITG","Isole","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",81,,
"ITG","Isole","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",278,,
"ITG","Isole","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2022","2022",14,,
"ITG","Isole","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2022","2022",2180,,
"ITG","Isole","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2022","2022",43,,
"ITG","Isole","USERS","utenti del 1522","T","totale","IT","Italia","HARASS_WORK","mobbing","2022","2022",2,,
"ITG","Isole","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2022","2022",14,,
"ITG","Isole","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2022","2022",1402,,
"ITG1","Sicilia","USERS","utenti del 1522","M","maschi","IT","Italia","PHY","violenza fisica ","2022","2022",9,,
"ITG1","Sicilia","USERS","utenti del 1522","M","maschi","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",6,,
"ITG1","Sicilia","USERS","utenti del 1522","M","maschi","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",8,,
"ITG1","Sicilia","USERS","utenti del 1522","M","maschi","IT","Italia","ALL","tutte le voci","2022","2022",170,,
"ITG1","Sicilia","USERS","utenti del 1522","M","maschi","IT","Italia","THREATS","minacce","2022","2022",4,,
"ITG1","Sicilia","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2022","2022",143,,
"ITG1","Sicilia","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2022","2022",242,,
"ITG1","Sicilia","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",43,,
"ITG1","Sicilia","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",177,,
"ITG1","Sicilia","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2022","2022",11,,
"ITG1","Sicilia","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2022","2022",1316,,
"ITG1","Sicilia","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2022","2022",28,,
"ITG1","Sicilia","USERS","utenti del 1522","F","femmine","IT","Italia","HARASS_WORK","mobbing","2022","2022",1,,
"ITG1","Sicilia","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2022","2022",8,,
"ITG1","Sicilia","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2022","2022",806,,
"ITG1","Sicilia","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2022","2022",251,,
"ITG1","Sicilia","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",49,,
"ITG1","Sicilia","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",185,,
"ITG1","Sicilia","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2022","2022",11,,
"ITG1","Sicilia","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2022","2022",1486,,
"ITG1","Sicilia","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2022","2022",32,,
"ITG1","Sicilia","USERS","utenti del 1522","T","totale","IT","Italia","HARASS_WORK","mobbing","2022","2022",1,,
"ITG1","Sicilia","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2022","2022",8,,
"ITG1","Sicilia","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2022","2022",949,,
"ITG2","Sardegna","USERS","utenti del 1522","M","maschi","IT","Italia","PHY","violenza fisica ","2022","2022",6,,
"ITG2","Sardegna","USERS","utenti del 1522","M","maschi","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",2,,
"ITG2","Sardegna","USERS","utenti del 1522","M","maschi","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",4,,
"ITG2","Sardegna","USERS","utenti del 1522","M","maschi","IT","Italia","ALL","tutte le voci","2022","2022",55,,
"ITG2","Sardegna","USERS","utenti del 1522","M","maschi","IT","Italia","UNAV","non disponibile","2022","2022",43,,
"ITG2","Sardegna","USERS","utenti del 1522","F","femmine","IT","Italia","PHY","violenza fisica ","2022","2022",89,,
"ITG2","Sardegna","USERS","utenti del 1522","F","femmine","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",30,,
"ITG2","Sardegna","USERS","utenti del 1522","F","femmine","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",89,,
"ITG2","Sardegna","USERS","utenti del 1522","F","femmine","IT","Italia","ECON_VIOL","violenza economica","2022","2022",3,,
"ITG2","Sardegna","USERS","utenti del 1522","F","femmine","IT","Italia","ALL","tutte le voci","2022","2022",639,,
"ITG2","Sardegna","USERS","utenti del 1522","F","femmine","IT","Italia","THREATS","minacce","2022","2022",11,,
"ITG2","Sardegna","USERS","utenti del 1522","F","femmine","IT","Italia","HARASS_WORK","mobbing","2022","2022",1,,
"ITG2","Sardegna","USERS","utenti del 1522","F","femmine","IT","Italia","NRP","non risponde","2022","2022",6,,
"ITG2","Sardegna","USERS","utenti del 1522","F","femmine","IT","Italia","UNAV","non disponibile","2022","2022",410,,
"ITG2","Sardegna","USERS","utenti del 1522","T","totale","IT","Italia","PHY","violenza fisica ","2022","2022",95,,
"ITG2","Sardegna","USERS","utenti del 1522","T","totale","IT","Italia","SEXVIOL","violenza sessuale","2022","2022",32,,
"ITG2","Sardegna","USERS","utenti del 1522","T","totale","IT","Italia","PHYVIOL","violenza psicologica","2022","2022",93,,
"ITG2","Sardegna","USERS","utenti del 1522","T","totale","IT","Italia","ECON_VIOL","violenza economica","2022","2022",3,,
"ITG2","Sardegna","USERS","utenti del 1522","T","totale","IT","Italia","ALL","tutte le voci","2022","2022",694,,
"ITG2","Sardegna","USERS","utenti del 1522","T","totale","IT","Italia","THREATS","minacce","2022","2022",11,,
"ITG2","Sardegna","USERS","utenti del 1522","T","totale","IT","Italia","HARASS_WORK","mobbing","2022","2022",1,,
"ITG2","Sardegna","USERS","utenti del 1522","T","totale","IT","Italia","NRP","non risponde","2022","2022",6,,
"ITG2","Sardegna","USERS","utenti del 1522","T","totale","IT","Italia","UNAV","non disponibile","2022","2022",453,,
"ITNI","Non indicato","USERS","utenti del 1522","M","maschi","IT","Italia","PHY","violenza fisica ","2022","2022",31,,
