"ITTER107","Territorio","TIPO_DATO_1522","Tipo dato","MOTIVOPS1","Motivi della chiamata","SEXISTAT1","Sesso","ISO","Nazionalità","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITF6","Calabria","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","F","femmine","IT","Italia","2022","2022",182,,
"ITF6","Calabria","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","IT","Italia","2020","2020",268,,
"ITF6","Calabria","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","IT","Italia","2021","2021",234,,
"ITF6","Calabria","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","IT","Italia","2022","2022",183,,
"ITF6","Calabria","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","M","maschi","IT","Italia","2020","2020",13,,
"ITF6","Calabria","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","M","maschi","IT","Italia","2021","2021",15,,
"ITF6","Calabria","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","M","maschi","IT","Italia","2022","2022",5,,
"ITF6","Calabria","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","F","femmine","IT","Italia","2020","2020",32,,
"ITF6","Calabria","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","F","femmine","IT","Italia","2021","2021",38,,
"ITF6","Calabria","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","F","femmine","IT","Italia","2022","2022",17,,
"ITF6","Calabria","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","T","totale","IT","Italia","2020","2020",45,,
"ITF6","Calabria","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","T","totale","IT","Italia","2021","2021",53,,
"ITF6","Calabria","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","T","totale","IT","Italia","2022","2022",22,,
"ITF6","Calabria","USERS","utenti del 1522","EMERGENCY","emergenza","F","femmine","IT","Italia","2020","2020",2,,
"ITF6","Calabria","USERS","utenti del 1522","EMERGENCY","emergenza","F","femmine","IT","Italia","2021","2021",2,,
"ITF6","Calabria","USERS","utenti del 1522","EMERGENCY","emergenza","T","totale","IT","Italia","2020","2020",2,,
"ITF6","Calabria","USERS","utenti del 1522","EMERGENCY","emergenza","T","totale","IT","Italia","2021","2021",2,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","M","maschi","IT","Italia","2020","2020",20,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","M","maschi","IT","Italia","2021","2021",12,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","M","maschi","IT","Italia","2022","2022",23,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","F","femmine","IT","Italia","2020","2020",81,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","F","femmine","IT","Italia","2021","2021",125,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","F","femmine","IT","Italia","2022","2022",130,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","T","totale","IT","Italia","2020","2020",101,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","T","totale","IT","Italia","2021","2021",137,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","T","totale","IT","Italia","2022","2022",153,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","M","maschi","IT","Italia","2020","2020",5,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","M","maschi","IT","Italia","2021","2021",9,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","M","maschi","IT","Italia","2022","2022",10,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","F","femmine","IT","Italia","2020","2020",98,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","F","femmine","IT","Italia","2021","2021",78,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","F","femmine","IT","Italia","2022","2022",89,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","T","totale","IT","Italia","2020","2020",103,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","T","totale","IT","Italia","2021","2021",87,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","T","totale","IT","Italia","2022","2022",99,,
"ITF6","Calabria","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","M","maschi","IT","Italia","2020","2020",1,,
"ITF6","Calabria","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","M","maschi","IT","Italia","2021","2021",1,,
"ITF6","Calabria","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","M","maschi","IT","Italia","2022","2022",1,,
"ITF6","Calabria","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","F","femmine","IT","Italia","2020","2020",6,,
"ITF6","Calabria","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","F","femmine","IT","Italia","2021","2021",11,,
"ITF6","Calabria","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","F","femmine","IT","Italia","2022","2022",6,,
"ITF6","Calabria","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","T","totale","IT","Italia","2020","2020",7,,
"ITF6","Calabria","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","T","totale","IT","Italia","2021","2021",12,,
"ITF6","Calabria","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","T","totale","IT","Italia","2022","2022",7,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","M","maschi","IT","Italia","2022","2022",4,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","F","femmine","IT","Italia","2020","2020",1,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","F","femmine","IT","Italia","2021","2021",2,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","T","totale","IT","Italia","2020","2020",1,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","T","totale","IT","Italia","2021","2021",2,,
"ITF6","Calabria","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","T","totale","IT","Italia","2022","2022",4,,
"ITF6","Calabria","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","M","maschi","IT","Italia","2020","2020",1,,
"ITF6","Calabria","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","T","totale","IT","Italia","2020","2020",1,,
"ITF6","Calabria","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","M","maschi","IT","Italia","2020","2020",19,,
"ITF6","Calabria","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","M","maschi","IT","Italia","2021","2021",10,,
"ITF6","Calabria","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","M","maschi","IT","Italia","2022","2022",10,,
"ITF6","Calabria","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","F","femmine","IT","Italia","2020","2020",90,,
"ITF6","Calabria","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","F","femmine","IT","Italia","2021","2021",60,,
"ITF6","Calabria","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","F","femmine","IT","Italia","2022","2022",154,,
"ITF6","Calabria","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","T","totale","IT","Italia","2020","2020",109,,
"ITF6","Calabria","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","T","totale","IT","Italia","2021","2021",70,,
"ITF6","Calabria","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","T","totale","IT","Italia","2022","2022",164,,
"ITF6","Calabria","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","IT","Italia","2020","2020",73,,
"ITF6","Calabria","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","IT","Italia","2021","2021",64,,
"ITF6","Calabria","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","IT","Italia","2022","2022",55,,
"ITF6","Calabria","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","IT","Italia","2020","2020",589,,
"ITF6","Calabria","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","IT","Italia","2021","2021",559,,
"ITF6","Calabria","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","IT","Italia","2022","2022",595,,
"ITF6","Calabria","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","IT","Italia","2020","2020",662,,
"ITF6","Calabria","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","IT","Italia","2021","2021",623,,
"ITF6","Calabria","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","IT","Italia","2022","2022",650,,
"ITG","Isole","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","M","maschi","IT","Italia","2020","2020",8,,
"ITG","Isole","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","M","maschi","IT","Italia","2021","2021",9,,
"ITG","Isole","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","M","maschi","IT","Italia","2022","2022",5,,
"ITG","Isole","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","F","femmine","IT","Italia","2020","2020",79,,
"ITG","Isole","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","F","femmine","IT","Italia","2021","2021",90,,
"ITG","Isole","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","F","femmine","IT","Italia","2022","2022",71,,
"ITG","Isole","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","T","totale","IT","Italia","2020","2020",87,,
"ITG","Isole","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","T","totale","IT","Italia","2021","2021",99,,
"ITG","Isole","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","T","totale","IT","Italia","2022","2022",76,,
"ITG","Isole","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","M","maschi","IT","Italia","2020","2020",23,,
"ITG","Isole","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","M","maschi","IT","Italia","2021","2021",24,,
"ITG","Isole","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","M","maschi","IT","Italia","2022","2022",9,,
"ITG","Isole","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","F","femmine","IT","Italia","2020","2020",795,,
"ITG","Isole","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","F","femmine","IT","Italia","2021","2021",867,,
"ITG","Isole","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","F","femmine","IT","Italia","2022","2022",597,,
"ITG","Isole","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","IT","Italia","2020","2020",818,,
"ITG","Isole","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","IT","Italia","2021","2021",891,,
"ITG","Isole","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","IT","Italia","2022","2022",606,,
"ITG","Isole","USERS","utenti del 1522","VICT_DISCR_SEEK","richiesta di aiuto per discriminazione","M","maschi","IT","Italia","2021","2021",1,,
"ITG","Isole","USERS","utenti del 1522","VICT_DISCR_SEEK","richiesta di aiuto per discriminazione","T","totale","IT","Italia","2021","2021",1,,
"ITG","Isole","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","M","maschi","IT","Italia","2020","2020",34,,
"ITG","Isole","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","M","maschi","IT","Italia","2021","2021",52,,
"ITG","Isole","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","M","maschi","IT","Italia","2022","2022",25,,
"ITG","Isole","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","F","femmine","IT","Italia","2020","2020",147,,
"ITG","Isole","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","F","femmine","IT","Italia","2021","2021",130,,
"ITG","Isole","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","F","femmine","IT","Italia","2022","2022",96,,
"ITG","Isole","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","T","totale","IT","Italia","2020","2020",181,,
"ITG","Isole","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","T","totale","IT","Italia","2021","2021",182,,
"ITG","Isole","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","T","totale","IT","Italia","2022","2022",121,,
"ITG","Isole","USERS","utenti del 1522","EMERGENCY","emergenza","M","maschi","IT","Italia","2020","2020",1,,
"ITG","Isole","USERS","utenti del 1522","EMERGENCY","emergenza","F","femmine","IT","Italia","2020","2020",5,,
"ITG","Isole","USERS","utenti del 1522","EMERGENCY","emergenza","F","femmine","IT","Italia","2021","2021",2,,
"ITG","Isole","USERS","utenti del 1522","EMERGENCY","emergenza","F","femmine","IT","Italia","2022","2022",1,,
"ITG","Isole","USERS","utenti del 1522","EMERGENCY","emergenza","T","totale","IT","Italia","2020","2020",6,,
"ITG","Isole","USERS","utenti del 1522","EMERGENCY","emergenza","T","totale","IT","Italia","2021","2021",2,,
"ITG","Isole","USERS","utenti del 1522","EMERGENCY","emergenza","T","totale","IT","Italia","2022","2022",1,,
"ITG","Isole","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","M","maschi","IT","Italia","2020","2020",81,,
"ITG","Isole","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","M","maschi","IT","Italia","2021","2021",94,,
"ITG","Isole","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","M","maschi","IT","Italia","2022","2022",88,,
"ITG","Isole","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","F","femmine","IT","Italia","2020","2020",326,,
"ITG","Isole","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","F","femmine","IT","Italia","2021","2021",378,,
"ITG","Isole","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","F","femmine","IT","Italia","2022","2022",439,,
"ITG","Isole","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","T","totale","IT","Italia","2020","2020",407,,
"ITG","Isole","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","T","totale","IT","Italia","2021","2021",472,,
"ITG","Isole","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","T","totale","IT","Italia","2022","2022",527,,
"ITG","Isole","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","M","maschi","IT","Italia","2020","2020",39,,
"ITG","Isole","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","M","maschi","IT","Italia","2021","2021",27,,
"ITG","Isole","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","M","maschi","IT","Italia","2022","2022",27,,
"ITG","Isole","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","F","femmine","IT","Italia","2020","2020",341,,
"ITG","Isole","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","F","femmine","IT","Italia","2021","2021",367,,
"ITG","Isole","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","F","femmine","IT","Italia","2022","2022",371,,
"ITG","Isole","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","T","totale","IT","Italia","2020","2020",380,,
"ITG","Isole","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","T","totale","IT","Italia","2021","2021",394,,
"ITG","Isole","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","T","totale","IT","Italia","2022","2022",398,,
"ITG","Isole","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","M","maschi","IT","Italia","2020","2020",2,,
"ITG","Isole","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","M","maschi","IT","Italia","2021","2021",7,,
"ITG","Isole","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","M","maschi","IT","Italia","2022","2022",5,,
"ITG","Isole","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","F","femmine","IT","Italia","2020","2020",15,,
"ITG","Isole","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","F","femmine","IT","Italia","2021","2021",48,,
"ITG","Isole","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","F","femmine","IT","Italia","2022","2022",43,,
"ITG","Isole","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","T","totale","IT","Italia","2020","2020",17,,
"ITG","Isole","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","T","totale","IT","Italia","2021","2021",55,,
"ITG","Isole","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","T","totale","IT","Italia","2022","2022",48,,
"ITG","Isole","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","M","maschi","IT","Italia","2021","2021",2,,
"ITG","Isole","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","M","maschi","IT","Italia","2022","2022",6,,
"ITG","Isole","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","F","femmine","IT","Italia","2020","2020",1,,
"ITG","Isole","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","F","femmine","IT","Italia","2021","2021",3,,
"ITG","Isole","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","F","femmine","IT","Italia","2022","2022",2,,
"ITG","Isole","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","T","totale","IT","Italia","2020","2020",1,,
"ITG","Isole","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","T","totale","IT","Italia","2021","2021",5,,
"ITG","Isole","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","T","totale","IT","Italia","2022","2022",8,,
"ITG","Isole","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","M","maschi","IT","Italia","2020","2020",1,,
"ITG","Isole","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","F","femmine","IT","Italia","2020","2020",1,,
"ITG","Isole","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","F","femmine","IT","Italia","2022","2022",1,,
"ITG","Isole","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","T","totale","IT","Italia","2020","2020",2,,
"ITG","Isole","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","T","totale","IT","Italia","2022","2022",1,,
"ITG","Isole","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","F","femmine","IT","Italia","2020","2020",3,,
"ITG","Isole","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","F","femmine","IT","Italia","2021","2021",5,,
"ITG","Isole","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","F","femmine","IT","Italia","2022","2022",1,,
"ITG","Isole","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","T","totale","IT","Italia","2020","2020",3,,
"ITG","Isole","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","T","totale","IT","Italia","2021","2021",5,,
"ITG","Isole","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","T","totale","IT","Italia","2022","2022",1,,
"ITG","Isole","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","M","maschi","IT","Italia","2020","2020",68,,
"ITG","Isole","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","M","maschi","IT","Italia","2021","2021",41,,
"ITG","Isole","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","M","maschi","IT","Italia","2022","2022",60,,
"ITG","Isole","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","F","femmine","IT","Italia","2020","2020",237,,
"ITG","Isole","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","F","femmine","IT","Italia","2021","2021",297,,
"ITG","Isole","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","F","femmine","IT","Italia","2022","2022",333,,
"ITG","Isole","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","T","totale","IT","Italia","2020","2020",305,,
"ITG","Isole","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","T","totale","IT","Italia","2021","2021",338,,
"ITG","Isole","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","T","totale","IT","Italia","2022","2022",393,,
"ITG","Isole","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","IT","Italia","2020","2020",257,,
"ITG","Isole","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","IT","Italia","2021","2021",257,,
"ITG","Isole","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","IT","Italia","2022","2022",225,,
"ITG","Isole","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","IT","Italia","2020","2020",1950,,
"ITG","Isole","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","IT","Italia","2021","2021",2187,,
"ITG","Isole","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","IT","Italia","2022","2022",1955,,
"ITG","Isole","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","IT","Italia","2020","2020",2207,,
"ITG","Isole","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","IT","Italia","2021","2021",2444,,
"ITG","Isole","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","IT","Italia","2022","2022",2180,,
"ITG1","Sicilia","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","M","maschi","IT","Italia","2020","2020",5,,
"ITG1","Sicilia","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","M","maschi","IT","Italia","2021","2021",7,,
"ITG1","Sicilia","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","M","maschi","IT","Italia","2022","2022",4,,
"ITG1","Sicilia","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","F","femmine","IT","Italia","2020","2020",53,,
"ITG1","Sicilia","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","F","femmine","IT","Italia","2021","2021",62,,
"ITG1","Sicilia","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","F","femmine","IT","Italia","2022","2022",45,,
"ITG1","Sicilia","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","T","totale","IT","Italia","2020","2020",58,,
"ITG1","Sicilia","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","T","totale","IT","Italia","2021","2021",69,,
"ITG1","Sicilia","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","T","totale","IT","Italia","2022","2022",49,,
"ITG1","Sicilia","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","M","maschi","IT","Italia","2020","2020",16,,
"ITG1","Sicilia","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","M","maschi","IT","Italia","2021","2021",17,,
"ITG1","Sicilia","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","M","maschi","IT","Italia","2022","2022",7,,
"ITG1","Sicilia","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","F","femmine","IT","Italia","2020","2020",569,,
"ITG1","Sicilia","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","F","femmine","IT","Italia","2021","2021",633,,
"ITG1","Sicilia","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","F","femmine","IT","Italia","2022","2022",429,,
"ITG1","Sicilia","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","IT","Italia","2020","2020",585,,
"ITG1","Sicilia","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","IT","Italia","2021","2021",650,,
"ITG1","Sicilia","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","IT","Italia","2022","2022",436,,
"ITG1","Sicilia","USERS","utenti del 1522","VICT_DISCR_SEEK","richiesta di aiuto per discriminazione","M","maschi","IT","Italia","2021","2021",1,,
"ITG1","Sicilia","USERS","utenti del 1522","VICT_DISCR_SEEK","richiesta di aiuto per discriminazione","T","totale","IT","Italia","2021","2021",1,,
"ITG1","Sicilia","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","M","maschi","IT","Italia","2020","2020",21,,
"ITG1","Sicilia","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","M","maschi","IT","Italia","2021","2021",39,,
"ITG1","Sicilia","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","M","maschi","IT","Italia","2022","2022",16,,
"ITG1","Sicilia","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","F","femmine","IT","Italia","2020","2020",100,,
